"Class","gaac_0","gaac_1","gaac_2","gaac_3","gaac_4"
1,0.433715220949,0.119476268412,0.17348608838,0.037643207856,0.235679214403
1,0.45939675174,0.109048723898,0.155452436195,0.0696055684455,0.206496519722
1,0.449122807018,0.122807017544,0.136842105263,0.0561403508772,0.235087719298
1,0.482394366197,0.12676056338,0.137323943662,0.0492957746479,0.204225352113
1,0.484641638225,0.109215017065,0.139931740614,0.0682593856655,0.19795221843
1,0.434523809524,0.119047619048,0.145833333333,0.0595238095238,0.241071428571
1,0.442896935933,0.125348189415,0.122562674095,0.0696378830084,0.239554317549
1,0.319672131148,0.145491803279,0.151639344262,0.108606557377,0.274590163934
1,0.306930693069,0.150495049505,0.158415841584,0.118811881188,0.265346534653
1,0.47641509434,0.13679245283,0.127358490566,0.0424528301887,0.216981132075
1,0.493023255814,0.125581395349,0.13023255814,0.046511627907,0.204651162791
1,0.427927927928,0.111111111111,0.133633633634,0.0870870870871,0.24024024024
1,0.430722891566,0.114457831325,0.128012048193,0.085843373494,0.240963855422
1,0.400302114804,0.114803625378,0.138972809668,0.0906344410876,0.255287009063
1,0.48275862069,0.137931034483,0.141065830721,0.0626959247649,0.175548589342
1,0.46192893401,0.142131979695,0.162436548223,0.0634517766497,0.170050761421
1,0.469696969697,0.128787878788,0.15404040404,0.0580808080808,0.189393939394
1,0.484924623116,0.118090452261,0.153266331658,0.0603015075377,0.183417085427
1,0.407572383073,0.122494432071,0.144766146993,0.109131403118,0.216035634744
1,0.407843137255,0.137254901961,0.154901960784,0.0725490196078,0.227450980392
1,0.463636363636,0.118181818182,0.168181818182,0.0545454545455,0.195454545455
1,0.395555555556,0.126666666667,0.148888888889,0.108888888889,0.22
1,0.4,0.135555555556,0.146666666667,0.113333333333,0.204444444444
1,0.450199203187,0.107569721116,0.143426294821,0.0677290836653,0.231075697211
1,0.422924901186,0.118577075099,0.158102766798,0.0553359683794,0.245059288538
1,0.464285714286,0.0952380952381,0.142857142857,0.0714285714286,0.22619047619
1,0.435314685315,0.122377622378,0.167832167832,0.0629370629371,0.211538461538
