"Class","ac_0","ac_1","ac_2","ac_3","ac_4","ac_5"
1,0.01380647,-0.03010347,0.05783578,-0.03399765,0.0217933,-0.00563992
1,-0.0281134,-0.06764763,0.00111382,-0.13038614,-0.15030769,-0.13800208
1,-0.00183733,0.00217029,0.00709072,-0.03593392,-0.05050406,-0.04658735
1,-0.08844425,-0.06630197,0.00346822,-0.09253685,-0.11619634,-0.03656927
1,-0.07425783,-0.07630839,-0.06095199,-0.06206724,-0.08529383,-0.0594233
1,-0.06545405,-0.06321835,-0.05122082,-0.07767364,-0.06034971,-0.01967576
1,-0.03901455,-0.08142805,-0.02034828,-0.11417144,-0.09408561,-0.04478075
1,-0.08803216,-0.0331033,-0.03941294,-0.08347283,-0.11199597,0.01406478
1,-0.00543079,0.00793417,0.00160359,-0.10793823,-0.08276848,0.02907193
1,-0.18009843,-0.07887444,-0.02752345,-0.09394218,-0.12615392,-0.15145847
1,-0.10628365,-0.07163085,-0.00650108,-0.12843725,-0.14109335,-0.09362124
1,0.00155339,-0.01712731,-0.0288229,-0.1042515,-0.08076727,0.02358046
1,-0.02595951,-0.06086337,-0.05486645,-0.05714255,-0.0492217,0.04794374
1,-0.01068446,-0.01297577,-0.02199731,-0.07233494,-0.0799378,0.0323854
1,0.07258318,-0.01839292,-0.03062406,-0.11331021,-0.13298657,-0.09395436
1,-0.08358603,-0.02416595,-0.05659871,-0.04132862,-0.1030363,0.06237805
1,-0.04733325,-0.01487754,0.01297968,-0.09277145,-0.03469996,0.01038707
1,-0.02974957,0.01922976,-0.03743227,-0.09068701,-0.01118046,-0.02311761
1,0.04678564,0.03951274,0.01561542,-0.07981225,-0.05316196,0.00544967
1,-0.0151115,-0.00812728,-0.05498098,-0.08391913,-0.08342868,0.01151699
1,0.02415931,-0.10285624,0.03679827,-0.05755368,-0.04838616,0.03993109
1,0.04044671,0.03885739,-0.0150332,-0.05320711,-0.04558723,-0.0054375
1,0.02802038,0.02894953,0.0217422,-0.0993735,-0.01862069,-0.00040925
1,0.00076595,0.00500424,0.03510254,-0.02910013,-0.06975278,0.00625879
1,0.05282398,0.05225576,0.03338248,-0.02808964,-0.03613692,0.02101791
1,0.04652519,-0.02259585,0.05337626,0.01058505,-0.07792091,-0.01829676
1,-0.02374395,-0.04673773,0.00386183,-0.06306081,-0.09334767,-0.04228923
1,-0.0167588,-0.0074932,-0.01969194,-0.07649496,-0.07425483,-0.04995474
1,-0.0560012,-0.02878908,-0.02405028,-0.08676099,-0.12997399,-0.04468898
1,0.06620968,0.0623266,0.02054325,-0.04144561,-0.03280302,-0.02206326
1,-0.0470168,-0.05645448,-0.02815343,-0.04148451,-0.06622075,0.00752475
1,-0.0290395,-0.01348007,0.02387474,-0.08141754,-0.02412286,0.01750959
1,-0.02017109,0.03477098,0.0446362,-0.05026393,-0.03666384,0.03736881
1,-0.0023305,0.02710717,0.0730499,-0.05515134,-0.07277031,0.01950543
1,-0.0592713,-0.07256131,-0.04544502,-0.00684554,-0.02866155,-0.0477566
1,0.02109227,-0.01070891,-0.0366689,-0.03240045,-0.01991314,-0.06967145
1,-0.05379231,-0.02589571,-0.08770655,-0.03698315,-0.04011157,-0.07009113
1,-0.00354402,-0.02719328,-0.02418207,-0.08848395,-0.10077976,-0.07031966
1,-0.01622089,-0.02057103,-0.04449072,-0.08884203,-0.10413997,-0.0177633
1,-0.10730958,-0.07508754,-0.04372445,-0.03034626,-0.03935227,-0.06251378
1,0.07173557,0.04370832,0.00982671,-0.06188309,-0.06861274,0.0235476
1,0.02316755,0.01655158,0.00100475,-0.02290652,-0.04986753,-0.03350036
1,0.0030354,-0.04678723,-0.00916769,-0.04834272,-0.06629959,-0.06913506
1,-0.08822538,-0.10887585,0.00057609,-0.05897402,-0.02436996,-0.00105
1,-0.05575799,-0.05563304,-0.03376509,-0.0906532,-0.03718901,0.00361275
1,0.03432329,0.02745342,-0.03486387,-0.08266883,-0.14957013,0.07048078
1,-0.07137862,-0.01481259,-0.05559164,-0.0132339,-0.08781888,-0.02568968
1,-0.01865232,0.05048925,-0.07502327,-0.06810055,-0.12876587,-0.04091141
1,-0.06647506,-0.0822128,0.05393021,-0.06650785,-0.04162289,0.01925643
1,0.01353994,-0.00271764,0.02206045,-0.02706076,-0.05302712,0.03991468
1,-0.04630494,-0.05155778,-0.06168816,-0.03406926,0.01052004,-0.05089825
1,-0.06836059,-0.05234624,0.01996976,-0.07775291,-0.03041033,0.01191494
1,0.01577597,-0.00940374,0.0287618,-0.15471012,-0.14570216,0.05182843
1,0.03216701,0.0397274,0.05637009,-0.10310965,-0.14205873,0.0627368
1,0.02815387,-0.00018543,0.01179475,-0.12295964,-0.07491038,0.00262006
1,0.00850529,-0.00299137,0.00747899,-0.0980144,-0.08640364,-0.00892763
1,0.03537578,0.0199919,0.03611922,-0.10488458,-0.10122005,0.00223917
1,0.01598976,0.03349712,0.01420044,-0.15057966,-0.11111561,0.03111183
1,0.03845983,0.00382045,-0.0099899,-0.01060402,-0.04732164,-0.01542755
1,0.04494834,-0.01044831,-0.07107385,-0.08212274,-0.07754514,-0.01533348
1,0.04912893,0.05210238,-0.02745778,-0.05239863,-0.07927615,-0.01704218
1,-0.03311496,-0.09249239,-0.10443516,-0.04362048,-0.13096066,-0.12497444
1,-0.08471738,-0.10349395,-0.1554459,-0.04500984,-0.04820531,-0.11415885
1,-0.11273472,-0.08070926,-0.00453501,-0.0559885,-0.05764569,0.10083877
1,-0.13588719,-0.14319744,-0.02606121,-0.02143792,-0.0269934,-0.0345753
1,-0.17063048,-0.186105,-0.0244415,0.02476802,-0.01957588,-0.01516349
1,-0.06821054,-0.13900998,0.01368098,-0.05297192,-0.05519942,-0.0307297
1,-0.06161657,-0.04993706,-0.01109261,-0.00285307,-0.05187685,-0.02645364
1,-0.08199237,-0.08076223,-0.01513986,0.04674797,-0.04724215,-0.0293033
1,-0.06338272,-0.05401944,-0.013975,0.00711752,-0.0604467,0.02200595
1,-0.02558418,0.01068052,-0.0306542,-0.23570645,-0.17897417,-0.01203692
1,-0.04868323,0.00068964,-0.03246224,-0.1861902,-0.15582804,-0.01091435
1,-0.03388446,-0.06058447,-0.03757909,-0.16538015,-0.13521416,-0.01059188
1,-0.07878917,-0.02035006,-0.08478767,-0.07209318,-0.06187765,0.03689941
1,-0.07209531,-0.07546163,-0.11724468,0.03399101,-0.03898461,-0.13318424
1,-0.01038177,0.00798073,0.04523116,0.01728376,-0.02483701,0.02835804
1,0.01931511,-0.00211673,0.06131261,-0.06857103,-0.043612,-0.16102345
1,0.08500949,0.02365443,-0.01993841,-0.07335984,-0.12473723,-0.12056785
1,0.10048939,0.15168341,0.05825065,-0.07393591,-0.00187447,-0.10749264
1,-0.02324046,-0.02664002,0.0337055,-0.09157744,-0.04059589,-0.0190096
1,-0.0203558,-0.02133854,-0.00227598,-0.12847621,-0.10032604,-0.02917349
1,-0.13360461,-0.1240627,-0.07231606,-0.09309622,-0.06810009,-0.03508074
1,0.05078239,0.01606847,0.0408604,-0.03308298,0.02164431,-0.0491366
1,-0.0460577,-0.05193384,0.04152898,-0.06045895,-0.11820914,0.02254364
1,-0.04415147,-0.0910705,0.10711917,-0.00294121,-0.01445322,0.06657665
1,-0.02048131,-0.0235999,0.02428943,-0.02332606,-0.05238757,-0.03143963
1,-0.04848729,0.06792064,-0.17030409,-0.06557986,-0.11634207,-0.07337661
1,-0.04264308,-0.01890169,-0.08366201,-0.11449451,-0.09264943,-0.01505728
1,0.06666892,0.06970561,0.0225014,-0.0233996,-0.07885012,-0.00170198
1,-0.09361846,-0.05818607,-0.05571954,-0.12851214,-0.08357375,0.05184029
1,-0.08114389,-0.08694212,-0.03643618,-0.14808435,-0.12735249,-0.13747342
1,-0.06183501,-0.07446445,0.03907181,-0.05399265,-0.08536158,-0.07410403
1,-0.05542231,-0.08125693,-0.03570083,-0.11139369,-0.11987504,-0.04583525
1,-0.10590115,-0.0847401,0.00649107,-0.08655956,-0.04686721,0.03835477
1,0.00802584,0.03695379,-0.02009884,-0.15471417,-0.11456667,0.05750882
1,-0.06930328,-0.09861494,-0.06434014,-0.0603948,-0.12783461,-0.02217402
1,-0.05696236,-0.06935912,-0.04697691,-0.05753064,-0.14181574,0.01611244
1,-0.09570295,-0.10982079,-0.0812024,-0.06061012,-0.04973212,0.02612707
1,-0.08030435,-0.04597133,-0.05787891,-0.09333376,-0.06378859,0.00592114
1,-0.09820146,-0.08080928,-0.02443041,-0.12723609,-0.12604612,-0.072381
1,-0.05232309,-0.07535,0.04642612,-0.0462895,-0.05578117,0.02505526
1,-0.00268294,-0.05536022,0.00232714,-0.06762674,-0.07044857,0.02452884
1,0.01588809,-0.00470359,0.01013288,-0.08097889,-0.07658026,0.04848924
1,-0.05263444,-0.05979718,-0.00049403,-0.05998225,-0.08654235,-0.08171593
1,-0.02517844,0.0134245,0.02336457,-0.14275744,-0.06176597,-0.00475937
1,-0.0054492,-0.03814076,0.0001933,-0.13273342,-0.14070781,-0.068401
1,0.02503551,0.01481967,-0.0173543,-0.08476907,-0.04357331,0.00058336
1,0.01305943,0.0162543,0.03352615,-0.01343324,-0.09776365,-0.00246647
