"Class","d_fpssm_0","d_fpssm_1","d_fpssm_2","d_fpssm_3","d_fpssm_4","d_fpssm_5","d_fpssm_6","d_fpssm_7","d_fpssm_8","d_fpssm_9","d_fpssm_10","d_fpssm_11","d_fpssm_12","d_fpssm_13","d_fpssm_14","d_fpssm_15","d_fpssm_16","d_fpssm_17","d_fpssm_18","d_fpssm_19"
1,0.000222302408598,0.000289959663389,0.000219080634561,0.000789334639226,0.000296403211464,0.000280294341276,0.00097619753341,0.000215858860523,0.000273850793201,0.000631467711381,0.000228745956674,0.000596028196966,0.000444604817197,0.000190084668222,9.66532211297e-06,0,9.98749951673e-05,0.000270629019163,0.000122427413431,0.000312512081653
1,0.000244230064721,0.0003088791995,0.000596208687407,0.000581842213012,0.00143664743954,0.000423810994663,0.000646491347791,0.000416627757465,0.00121396708641,0.00071114048257,0.000107748557965,0.000596208687407,0.000739873431361,0.000366345097081,0.000344795385488,0.000150847981151,0,0.000905087886907,0.000466910417849,0.000179580929942
1,0.00144647332617,0.000802005012531,0.00105979233799,0.00146079484425,0.00240601503759,0.000830648048693,0.00193340494092,0.000916577157179,0.00276405298962,0.00173290368779,0.00063014679556,0.00134622269961,0.0028499820981,0.00114572144647,0.00078768349445,0,0.000200501253133,0.00242033655567,0.0018761188686,0.00130325814536
1,0.00143661971831,0.000704225352113,0.000957746478873,0.00121126760563,0.00222535211268,0.000732394366197,0.00170422535211,0.000788732394366,0.00257746478873,0.00180281690141,0.000859154929577,0.0012676056338,0.00278873239437,0.00108450704225,0.000478873239437,5.6338028169e-05,0,0.00242253521127,0.00140845070423,0.00123943661972
1,0.00135963816976,0.000887926968007,0.00109603485113,0.00135963816976,0.00194234024252,0.000665945226005,0.00178972779489,0.00101279169788,0.00259441160965,0.00159549377064,0.000721440661506,0.00137351202864,0.00274702405727,0.00117927800438,0.000846305391382,0,0.000166486306501,0.00185909708926,0.00153999833514,0.00127639501651
1,8.73015873016e-05,0.00034126984127,0.000777777777778,0.000595238095238,0.00234920634921,0.00015873015873,6.34920634921e-05,0.000238095238095,0.00209523809524,0.000436507936508,7.93650793651e-06,0.000246031746032,0.00148412698413,0.000603174603175,0.000619047619048,0,1.5873015873e-05,0.00173015873016,0.000825396825397,0.000214285714286
1,0.000156930440582,0.00043940523363,0.000674800894504,0.0006198752403,0.00211071442583,0.000164776962611,0.000133390874495,0.000164776962611,0.0019145513751,0.000541410020009,0,0.000384479579426,0.00155361136176,0.000745419592766,0.000596335674212,9.41582643493e-05,7.84652202911e-05,0.00165561614814,0.000894503511319,0.000345246969281
1,0.000155813250737,0.000552428798066,0.000557150411725,0.000623253002946,0.000623253002946,0.00060908816197,0.000363564251719,0.000113318727808,0.00144953539322,0.000136926796102,8.49890458563e-05,0.000184142932689,0.000712963662461,0.000727128503437,0.00120873309662,0,0.000146370023419,0.00150147314346,0.000698798821485,0.000165256478054
1,0.000149877373058,0.000436006903443,0.000717594695249,0.000699427740939,0.000608592969389,0.000694886002362,0.000372422563357,0.000236170406031,0.00142610591334,0.000140793895903,0,0.000227086928876,0.000563175583613,0.000794804251067,0.00119901898447,0.000122626941593,0.000199836497411,0.00114905986011,0.000640385139431,0.000154419111636
1,0.00164299342803,0.000529997880008,0.000768496926012,0.00129849480602,0.00246449014204,0.00100699597202,0.00174899300403,0.000450498198007,0.00241149035404,0.00264998940004,0.00156349374603,0.00153699385202,0.00272948908204,0.00121899512402,0.000821496714013,0,0.00063599745601,0.00341848632605,0.00188149247403,0.000953996184015
